3 15225 23341
0 0     -385.99 387.12
-8.3005968589738561e+00
-2.1324331905831901e+01
-1.6577338024579855e+00
-8.1890620488278696e+00
-2.1294826479328915e+01
-9.2476233126473267e-02
-8.2750754438184284e+00
-2.1004749821045191e+01
-1.4054724977899783e+01
-8.8667358093628756e+00
-2.2391110443455631e+01
7.8184981651330423e+00
-8.4047535499865837e+00
-2.1130789214759361e+01
-7.9005367902292944e-01
-8.2969363401428513e+00
-2.1142484503518286e+01
9.5120269149645491e+00
-8.9170209726585412e+00
-2.1995383496937929e+01
-8.0379855074818130e-01
-8.3846749489507495e+00
-2.0987374603031363e+01
9.7173823468442055e-01
-8.4388705786384364e+00
-2.0283820147901128e+01
5.8854173311069289e+00
-8.7344470873241775e+00
-2.0863790292504341e+01
-5.1162235625885533e+00
-8.6747035914401565e+00
-2.0847827776978985e+01
2.4116772623999747e-01
-8.5528629474291726e+00
-2.0708424103720208e+01
2.6750373197880500e-01
-8.4249475989649287e+00
-2.0228463617590759e+01
1.3425253134612085e+01
1.4886487564983504e+01
-3.0930567300294708e+01
-9.2628854606529654e+00
1.7765450919196777e+01
-3.8470282649136159e+01
-7.0890350626609608e+00
1.8088511466308578e+01
-3.9235268046752743e+01
1.5049079057628658e+01
2.4862995190188329e+01
-5.4411045012700974e+01
-1.2492861076700008e+01
1.6574596448526368e+01
-3.5794013130315747e+01
-1.2479332905372274e+01
1.6513033727503345e+01
-3.5707775185427003e+01
2.9574584025681627e+00
2.1220202739898895e+01
-4.6662887002684208e+01
1.4090331576096832e+01
1.4790323257385136e+01
-3.1375258149926076e+01
1.3238509256157101e+01
2.4791073908267421e+01
-5.5349643250521062e+01
-1.5683069231579855e+01
1.5806650472289585e+01
-3.4074828999489974e+01
-1.5835680865017926e+01
1.6065261571060812e+01
-3.4642304278788835e+01
-1.1419564883156939e+01
1.6879900180262556e+01
-3.7309642555740297e+01
-5.2566765876782995e+00
1.8564949657345739e+01
-4.1605570464729155e+01
3.3787926114493605e-01
2.0267240008283711e+01
-4.5728579395483344e+01
8.8829076583362241e+00
2.2738028770619245e+01
-5.1590719893066641e+01
8.8829076583362241e+00
2.2738028770619245e+01
-5.1590719893066641e+01
-1.3192632354493751e+01
1.5860748900827197e+01
-3.5087854542856384e+01
1.7444757024279241e+01
2.5404702975662268e+01
-5.7636849474692148e+01
-1.0036534955005184e+01
1.6743917625945791e+01
-3.7716342023429036e+01
1.8128928329351744e+01
2.5001359193709803e+01
-5.6679527148420128e+01
1.3421597186721218e+01
1.4483654843303411e+01
-3.1786893179159758e+01
-1.2407060538448698e+01
1.6159150392194093e+01
-3.6447516554523425e+01
-1.5220020855413994e+01
1.5605185084423594e+01
-3.4924155400182364e+01
1.0579732793704897e+01
2.3655516194984507e+01
-5.4781933470234506e+01
1.2560530669404164e+01
1.4753903997056153e+01
-3.3060404621828056e+01
7.7908571986134705e+00
2.1873042659543440e+01
-5.0743672781987598e+01
1.3643499559483091e+01
1.3697431201106957e+01
-3.0426256077904700e+01
-9.0721421869214165e+00
1.6579914105370801e+01
-3.8790886797896377e+01
-9.2465699642592032e+00
1.6960938382845882e+01
-3.9303904398241528e+01
7.7668763543201100e+00
2.1680864822363745e+01
-5.1063094192670654e+01
-1.2559965507301630e+01
1.5999232937414572e+01
-3.7265454289983083e+01
-3.7510617202714682e+00
1.8458650661909836e+01
-4.3426386831261027e+01
-3.7204536709377432e+00
1.8408415515449637e+01
-4.3373613116991031e+01
1.2699505461965787e+01
1.1182336698516579e+01
-2.4771307675431171e+01
1.1887657383906745e+01
1.1385261667419982e+01
-2.5399507463790322e+01
1.0613909193614303e+01
2.3746309005108706e+01
-5.6528862300071360e+01
1.2358185421869530e+01
1.0957649556150528e+01
-2.4520558483273053e+01
9.1522446681972411e+00
2.2008781662710124e+01
-5.2496456455712710e+01
-9.6102551517050827e+00
1.6439733167252886e+01
-3.9629251878813761e+01
-9.7522210775967135e+00
1.6473146065487995e+01
-3.9297973064541196e+01
-1.2411948868212827e+01
1.5621969199093320e+01
-3.7188688648153409e+01
-9.1389630560497039e+00
1.6282373084453017e+01
-3.9692176763006621e+01
-9.1813222102171750e+00
1.6439894562122578e+01
-4.0001851974596100e+01
-1.2528729781520175e+01
1.5348976788877092e+01
-3.6716530934752996e+01
-6.6621489556641764e+00
1.7128366828833332e+01
-4.1935246958990753e+01
6.3543275234150642e-01
1.9233954046234164e+01
-4.7635507113507586e+01
1.3931063380473459e+01
1.0518717882901493e+01
-2.4111444077160986e+01
-9.6689536790029074e+00
1.6012851482373520e+01
-3.9862031032502266e+01
1.9696540639017318e+01
2.3893656092573625e+01
-5.9182359125061915e+01
-2.3314755298962411e-01
1.8606365945927596e+01
-4.6579519393530219e+01
1.2979737492026263e+01
1.3436381791345715e+01
-3.2455268689610890e+01
1.3196549301277226e+01
1.0680586193907670e+01
-2.5038519124348049e+01
1.2840206433980340e+01
1.0228155547701501e+01
-2.3799371798547821e+01
3.8318766162629316e+00
1.9654578881372327e+01
-4.9531368768346383e+01
2.6651009311937809e+01
3.0874683357325068e+01
-7.8637344201946732e+01
-2.6688117892344344e+01
2.0481459615552804e+01
-5.0834166863716028e+01
1.0319229787986697e+00
1.8694586558045970e+01
-4.7779092595509553e+01
1.3534789804940665e+01
1.0235594075076939e+01
-2.4112725263320083e+01
-2.8290874932213850e+01
2.1686130998846462e+01
-5.4294813867339116e+01
1.2681164504928729e+01
1.0671709846250000e+01
-2.5716963118629263e+01
4.7228861852194198e-01
1.8728128485071423e+01
-4.8796034667144980e+01
3.9881522950799525e-01
1.8183144396324490e+01
-4.7229345285461868e+01
-2.1584747402982294e+00
1.7838249776535420e+01
-4.6497072554135102e+01
4.2362031296733100e+00
1.9161770429311201e+01
-4.9996226812077992e+01
1.3872407827840991e+01
9.2325462292947904e+00
-2.2211613390342247e+01
-9.3968258305680035e+00
1.5729914586196326e+01
-4.0949577689081707e+01
-1.2429547471363014e+00
1.7912316279994123e+01
-4.6635037204539735e+01
-1.2382252709915744e+00
1.7925215684414038e+01
-4.6697134080677912e+01
7.4782936427944300e+00
2.0245242260137864e+01
-5.2768212273912631e+01
1.3125886301392971e+01
1.3687513425428261e+01
-3.4681737845280828e+01
1.2895462601516005e+01
1.3665038323235263e+01
-3.4760121371638490e+01
1.2505676089235754e+01
1.0048342118259377e+01
-2.4668588165676560e+01
1.3421830347988021e+01
1.3366104814072008e+01
-3.3950198578717647e+01
1.3421830347988021e+01
1.3366104814072008e+01
-3.3950198578717647e+01
-3.4857595098321763e+00
1.7095681322980440e+01
-4.5107263907343338e+01
-2.0534599574290167e+00
1.7679530198321299e+01
-4.6645420398977876e+01
1.4071495784113575e+01
9.6498256984324726e+00
-2.3411124117974488e+01
-1.6200703415191896e+01
1.4938016867913056e+01
-3.8937055151114386e+01
9.4162062013776282e+00
2.0465609824628974e+01
-5.4577756567506896e+01
-1.0700510664772494e+01
1.4999932749898228e+01
-3.9475695009030680e+01
-1.0700510664772494e+01
1.4999932749898228e+01
-3.9475695009030680e+01
7.8001814226887110e+00
1.9991652639184050e+01
-5.3531985550918193e+01
1.9772778183148415e-01
1.8101700061613499e+01
-4.8429351571899943e+01
-3.3428226648226613e+00
1.7016209912379718e+01
-4.5638073300595259e+01
-1.2366399413784045e+01
1.4654193934960482e+01
-3.8578361381217732e+01
-6.1769157681166806e+00
1.6264641903026391e+01
-4.3721987677429063e+01
-3.6452677924834642e+00
1.6727696134760258e+01
-4.5244526181377829e+01
-3.6311498108401201e+00
1.6665124430354705e+01
-4.5157094454398383e+01
-3.6417998317574063e+00
1.6880297724448418e+01
-4.5683839334800574e+01
-1.4455753923490942e+01
1.3308287638057545e+01
-3.4872143195587547e+01
-3.1650468180774078e+00
1.6723160793595472e+01
-4.5812408592311677e+01
3.2591847827718817e-01
1.7714856704388193e+01
-4.8498464609962035e+01
-7.3399102981331605e+00
1.5712027341142472e+01
-4.2978657257362023e+01
-1.5700552845193537e+01
1.4847373062335119e+01
-4.0023965932065039e+01
1.3919186527299555e+01
9.0881022195682970e+00
-2.3078907053402489e+01
1.2612614671915990e+01
1.3047539361770333e+01
-3.4832689340955667e+01
-1.8890775178840375e+00
1.6448977708345225e+01
-4.5589801498425274e+01
3.0562396274210812e-01
1.7477843371609008e+01
-4.8881176995302013e+01
1.4478378706873736e+01
9.2632722174948388e+00
-2.3809972660264567e+01
1.4411835011137732e+01
8.7498387302962861e+00
-2.2257512763961419e+01
1.4504112921828748e+01
8.5474421110704775e+00
-2.1634350671408068e+01
-2.9809708125372754e+01
2.1079916131870263e+01
-5.8134812484511926e+01
1.2668428281402349e+01
1.2696408209959811e+01
-3.4867120788953258e+01
1.2688991017600426e+01
1.2707400740310472e+01
-3.4856171274208570e+01
1.3520015887083652e+01
1.2704057197235237e+01
-3.4684516473693819e+01
-1.6407785318557799e-01
1.7196049656062609e+01
-4.8861117019916016e+01
3.0665885284866429e-01
1.7239266737188601e+01
-4.9084615397335227e+01
-9.9340203144996408e+00
1.4703687550261959e+01
-4.2232878191677294e+01
-6.7599205971298160e+00
1.5496678614819205e+01
-4.4556433968918803e+01
-6.8703510618277903e+00
1.5248279383055685e+01
-4.4590906444853388e+01
-7.4839381179845352e+00
1.5042276194691121e+01
-4.3807260182193502e+01
-9.8888819220219997e+00
1.4244566785066636e+01
-4.2140145206016889e+01
-1.2666944479487828e+01
1.3602409337727954e+01
-3.9978721971200279e+01
-7.5173974728770032e+00
1.4778577695576898e+01
-4.4210742117069458e+01
-1.3090047440492109e+01
1.3184647325964741e+01
-3.9193754081380852e+01
-8.2114545261263050e+00
1.4661329983538959e+01
-4.4138114818501634e+01
-4.0649748624586941e+00
1.5581781700551987e+01
-4.6923225030905414e+01
-1.1945833929803189e+01
1.3388103539413843e+01
-4.0227282291569871e+01
-1.1945833929803189e+01
1.3388103539413843e+01
-4.0227282291569871e+01
-7.8549156753973781e+00
1.4367472573834375e+01
-4.3310688776724234e+01
-7.7942317758602941e+00
1.4469896728462267e+01
-4.3666335279325736e+01
-1.1033169869789761e+01
1.3791077387028023e+01
-4.1544364536976190e+01
1.2338208641778028e+01
8.8754714797047924e+00
-2.5405305726876680e+01
-9.3664824200729981e+00
1.3823328051377034e+01
-4.2258092330450381e+01
-8.1027951123785975e+00
1.4061864009465653e+01
-4.3811503045660970e+01
1.1928548159186132e+01
9.0600441714697286e+00
-2.6942024013717102e+01
1.1783322963155449e+01
9.0005044509649732e+00
-2.6904607791237893e+01
-3.6945621695532247e+00
1.4994683830888958e+01
-4.7704275639535808e+01
-9.9495802969886462e+00
1.3422462994281256e+01
-4.2845828650273212e+01
-9.9419311375807080e+00
1.3510284626631478e+01
-4.3156357530289817e+01
-9.9618151312944967e+00
1.3116501487312791e+01
-4.2773094083477908e+01
-1.0002325137676541e+01
1.3240723127984399e+01
-4.2894779880913738e+01
6.2262421074566754e-01
1.5808496108730481e+01
-5.1834161726124044e+01
5.9776423056438921e-01
1.5856006864645975e+01
-5.1906542706720650e+01
-1.6604430861506959e+01
1.2605283854670255e+01
-4.0742241624754968e+01
-1.0420242447464187e+01
1.3343527255508551e+01
-4.3450699737213426e+01
1.3146938166377444e+01
1.0685542662862391e+01
-3.4135079982733572e+01
-1.4629135601425570e+01
1.2326091695850167e+01
-3.9693125155376705e+01
-1.4560125739787168e+01
1.2289060389941261e+01
-3.9549351146409535e+01
1.3512832854885326e+01
1.0359639842373651e+01
-3.3964674659350543e+01
-7.4597109237027297e+00
1.3507099387917689e+01
-4.5955887742196808e+01
1.3044340730604004e+01
9.9742784457171005e+00
-3.2471909740957742e+01
1.2558005520313770e+01
7.9546509856882706e+00
-2.5491782115229316e+01
1.3876329587570158e+01
9.9629623778401566e+00
-3.3507262403073163e+01
1.3329073194986487e+01
1.0053050325685559e+01
-3.3689622509300371e+01
-1.4208189418495115e+01
1.1892443417649892e+01
-4.1033069510795009e+01
1.2978011917275181e+01
1.0648661333540897e+01
-3.6211839296859708e+01
1.5151645742399838e+01
7.4220577693608352e+00
-2.3553318166974151e+01
-2.9661715458676266e+01
1.6523120280009330e+01
-5.7059405512017769e+01
1.3620470089774800e+01
9.8077287284971320e+00
-3.3771378252003196e+01
1.3424813533220918e+01
9.8322681152930080e+00
-3.3578200513196684e+01
1.2402911222051683e+01
7.7163253397417204e+00
-2.5665006033651473e+01
-1.7049719253314262e+01
1.1582647622501497e+01
-4.0032750314065190e+01
-1.7091909679141885e+01
1.1588610580152269e+01
-4.0147286064494224e+01
-1.2934239301189038e+01
1.1843292409028104e+01
-4.2127924477964719e+01
-1.1499470526493344e+01
1.1886755454046902e+01
-4.2646835713669432e+01
1.3957665678816291e+01
7.1095277469870268e+00
-2.3907191899703427e+01
-1.6924484715714065e+01
1.1548430035899122e+01
-4.0966304910695037e+01
1.4065702261832831e+01
6.6734344335035312e+00
-2.2740957899600815e+01
1.4042427032028229e+01
6.7051698064013801e+00
-2.2741460078588005e+01
1.4589526614124187e+01
6.6505579024239028e+00
-2.2518752831822958e+01
1.3648764365347381e+01
1.3467742691353651e+01
-5.0339586032583895e+01
-1.1516403198088822e+01
1.1761241632034903e+01
-4.4379648670164244e+01
-6.2612815410072420e+00
1.2373393499029914e+01
-4.8236031399218099e+01
-1.6982656990396553e+01
1.0953182774904441e+01
-4.1104943646868300e+01
-1.5721582219846923e+01
1.0933234835281326e+01
-4.2087295706327311e+01
-1.4188178915760236e+01
1.0453275806394892e+01
-4.1243994907477017e+01
-1.4234506060437763e+01
1.0853210480815138e+01
-4.2452527817256858e+01
-2.6130039572857310e+01
1.3381108436191461e+01
-5.2156526845106981e+01
1.2348380029037417e+01
7.1746833912601646e+00
-2.7558086179733081e+01
1.2176422333062972e+01
7.1839530161186271e+00
-2.7371515039662174e+01
1.3051409376567733e+01
6.7941362664535339e+00
-2.6219364741062098e+01
1.3891206764662998e+01
6.3106798963649409e+00
-2.3911489877477230e+01
1.2275109811878639e+01
7.1061224479286622e+00
-2.7546999094453678e+01
1.4917092986619357e+01
6.7105667283893995e+00
-2.5093337700221326e+01
8.7946598041736757e-01
1.1781347774787944e+01
-4.8742167351505088e+01
1.4912538893984420e+01
6.0858744465378374e+00
-2.2804065378630106e+01
1.4769666250365059e+01
5.9083959983151919e+00
-2.2621402312986884e+01
2.7090403155105238e+00
1.1248963474954433e+01
-4.7668549966923052e+01
1.3312107410411274e+01
6.4315941015010525e+00
-2.5633413854061992e+01
2.1665215276554579e+00
1.1279572017172377e+01
-4.8070997095439488e+01
1.1979218590404694e+01
6.8883991721222797e+00
-2.7670440351323347e+01
-1.7556151135602914e+01
9.8105744379992341e+00
-4.1996715289674789e+01
2.5931655723575826e+00
1.0743925275403610e+01
-4.6886445790981895e+01
-8.6146524219618019e+00
1.0709387273318743e+01
-4.6731783518612900e+01
1.2597544641982326e+01
7.0789748656606823e+00
-2.9563599300826127e+01
2.4333459929126056e+00
1.0394332552488963e+01
-4.6002462123474231e+01
2.7947988792010832e+00
1.0714034778542150e+01
-4.7283114678519510e+01
2.7260276835785797e+00
1.0518733170350083e+01
-4.6425952037244642e+01
1.4000636976655450e+01
5.9310148756182883e+00
-2.4506715393637624e+01
-7.0299719827199745e+00
1.0337281488431817e+01
-4.6252050768038607e+01
-4.0560989505475364e-01
1.0381881865495178e+01
-4.6500682970346787e+01
-3.9364836317664215e-01
1.0389678669808337e+01
-4.6815212303287524e+01
2.9350732929401859e+00
1.0311483908153157e+01
-4.6190636111010427e+01
-1.1152633434371482e+00
1.0184435544134475e+01
-4.6112566810562569e+01
-2.3969876483960896e+01
1.0771501072641103e+01
-4.7779451726578174e+01
-1.6275481786388248e+01
9.2069355411020464e+00
-4.1639721441028527e+01
1.0103719859312399e+01
9.8025269194812612e+00
-4.5463767368619877e+01
-6.4253468050475835e+00
9.9055792274860632e+00
-4.6284270449053707e+01
-1.6938266520162632e+01
8.7483626107492132e+00
-4.0805725993137763e+01
-2.3327259749520078e+01
9.9955978072363738e+00
-4.6692589648368333e+01
1.4372379611042918e+01
4.9603726870647389e+00
-2.2079286733825978e+01
-1.6706365956966884e+01
8.6343071022880107e+00
-4.0687374922426656e+01
1.3050123930558680e+01
5.8368933463200303e+00
-2.7140545580371800e+01
1.4686035906894453e+01
4.9368057677546728e+00
-2.2215196810374223e+01
-4.8753891166835644e-01
9.1573908152003369e+00
-4.4685084369153884e+01
7.7058917021889899e+00
9.5849516314908882e+00
-4.6299950351841900e+01
-1.7476045038331240e+01
8.5967326232801629e+00
-4.2366660551643250e+01
1.4668446757849571e+01
4.9046020016535623e+00
-2.2916789729395276e+01
1.4607833379711149e+01
4.7960825269102676e+00
-2.2470689356512359e+01
-2.4991219875100779e+00
8.7406323162249979e+00
-4.4880516037702257e+01
1.4831110738931994e+01
4.8750125224275447e+00
-2.2898663031772394e+01
1.4702436943337743e+01
4.7534187288832950e+00
-2.2646066902125170e+01
1.4584075711410017e+01
4.7248041324747296e+00
-2.2634205851147932e+01
1.4494368646050907e+01
4.5712336182038511e+00
-2.2119445505212823e+01
1.5561876006339622e+01
5.0304711355920686e+00
-2.3723889898833487e+01
1.5561876006339622e+01
5.0304711355920686e+00
-2.3723889898833487e+01
-1.0563496000321205e+01
7.6952057631540036e+00
-4.1569479892048008e+01
1.3072542631802138e+01
6.0088178535274333e+00
-3.2079217924053737e+01
1.2888955726200397e+01
5.3727288859913802e+00
-2.8301238881012466e+01
1.3919029796445754e+01
4.9799199975961583e+00
-2.5685495932106924e+01
1.5378186154654864e+01
4.8581924038351794e+00
-2.3975627245171978e+01
1.4574888531475848e+01
4.4415808034522772e+00
-2.2796645096430264e+01
-6.7927353645536204e-01
7.4521955469689445e+00
-4.2655531436709047e+01
1.2786330280773340e+01
5.0830112713786830e+00
-2.8747581035124380e+01
1.2747271235368622e+01
5.0099309527142708e+00
-2.8682468631192954e+01
1.6250889213853132e+01
5.0813682322298650e+00
-2.9637232595218578e+01
1.2775453140177461e+01
4.8087759526181992e+00
-2.8833212354980727e+01
-1.8168169133161765e+00
6.6834681526646946e+00
-4.1638540066909528e+01
1.4276202675326218e+01
4.4710651703768480e+00
-2.6101843976571462e+01
1.4023706064202289e+01
4.3723832480955283e+00
-2.5626677919378974e+01
1.1663162574503907e+00
3.9936149368609137e+00
-2.4309696915412509e+01
1.4394525286461800e+01
3.7641217613164013e+00
-2.2932156286228601e+01
1.4610581017465144e+01
3.8515403156648973e+00
-2.3296629658303722e+01
-9.6358473865986358e+00
6.0243010733264972e+00
-3.9636014843320801e+01
1.3712529725245682e+01
4.2562614071346090e+00
-2.6305780592105720e+01
1.3641920474361035e+01
4.2247313139344209e+00
-2.6459397203585457e+01
-7.3347416578466680e+00
5.8789989702725167e+00
-4.0024448908552543e+01
1.3895995852172000e+01
3.9771194803492986e+00
-2.5494830989165244e+01
-3.3106665201043346e+00
5.9537212584295887e+00
-4.0612914517138208e+01
-1.4508779178925259e+01
4.9682589856093351e+00
-3.4537110911540353e+01
-8.1693030679645098e+00
5.7294800520459859e+00
-4.0235252614776464e+01
1.2690407072497822e+01
4.4308731926659144e+00
-2.9181635992115876e+01
-7.4395032670095018e+00
5.6497855296020738e+00
-4.0321706356530292e+01
-6.5738727033188935e+00
5.5486332858077958e+00
-3.9304516024220746e+01
-7.8662829049346419e+00
5.3002555194978402e+00
-3.9148850081571034e+01
1.5094368613533502e+01
3.4375454638519485e+00
-2.3506073892778375e+01
1.3180813359561229e+01
3.9013069216166287e+00
-2.8276939886499438e+01
-2.4641563772233336e+01
5.4402925851644941e+00
-3.9305603368135536e+01
-9.7904725820782745e-01
3.2922809987930113e+00
-2.3901466890379183e+01
1.3754670396859819e+01
3.6809168648918242e+00
-2.7358335931258633e+01
-4.6570351475754475e+00
4.9116272691049900e+00
-3.9188244053627614e+01
1.3982619990047933e+01
3.5528545654118289e+00
-2.6622519937199641e+01
1.4076981480679379e+01
3.5634667237638316e+00
-2.6769368031138590e+01
-1.2940729222326860e+01
4.8392134462597349e+00
-3.8255517320187543e+01
-8.6714581910361090e+00
4.7202526254882136e+00
-3.7911158219433617e+01
1.4389563298033146e+01
3.6084855930140147e+00
-2.7027482693402703e+01
1.3989280892488058e+01
3.2739364487182798e+00
-2.5573830003823605e+01
1.4123887837779833e+01
3.3485675617047739e+00
-2.5852362387058502e+01
1.4165661175702621e+01
3.0729062695540148e+00
-2.4137213896342463e+01
1.3886913769704977e+01
3.1509844264843796e+00
-2.5932733723494763e+01
1.4311186056645653e+01
3.1560301283250793e+00
-2.5248130909695533e+01
1.4058197036352423e+01
3.0786695675555227e+00
-2.5186176181975529e+01
-1.7230666313199390e+00
3.1287473526808700e+00
-2.6024502597013907e+01
1.3871482577679672e+01
3.0546487953640198e+00
-2.6562827974748611e+01
1.3871482577679672e+01
3.0546487953640198e+00
-2.6562827974748611e+01
-1.9569457147753158e+00
3.0657466498680632e+00
-2.6410351608868609e+01
1.4820900201815915e+01
2.7331187935753842e+00
-2.3689183272513258e+01
1.5013413785785904e+01
2.7692677243249952e+00
-2.3981562482123564e+01
1.5013413785785904e+01
2.7692677243249952e+00
-2.3981562482123564e+01
1.3935390677415858e+01
2.8833112184290575e+00
-2.6103860140402819e+01
1.4000983365665089e+01
2.9182472624249112e+00
-2.6686280975923644e+01
1.4448266768396826e+01
2.7929326567989490e+00
-2.5321861859225564e+01
1.4388874438232444e+01
2.7616093722053301e+00
-2.5255514337195677e+01
2.8491367247797317e-01
2.4749890148914981e+00
-2.1705596967333349e+01
1.3453874561242388e+01
3.0495023171660982e+00
-2.9092122194211761e+01
-1.9220052408892387e+00
2.7263789749006615e+00
-2.5788318948011433e+01
1.3099175271770049e+01
3.0501684120736603e+00
-3.0340642879723642e+01
1.3085922457853886e+01
3.1087947418927975e+00
-3.0381091644419826e+01
1.4209574984688802e+01
2.6229011411986827e+00
-2.5202898952473173e+01
1.4525062437725595e+01
2.6035477418197264e+00
-2.4912007500760367e+01
1.4540514700546359e+01
2.4974942320500295e+00
-2.4083896393577604e+01
4.3905768103111482e+00
2.4146441188528875e+00
-2.3408469268252329e+01
1.4744850506900015e+01
2.4400656574933217e+00
-2.5092521085001021e+01
1.4129067703216993e+01
2.4960744042256211e+00
-2.6706015102198883e+01
-7.7222936411756917e+00
3.3354130040022545e+00
-3.6552350044189012e+01
1.4500949574537012e+01
2.4838545493170536e+00
-2.5857517818598456e+01
1.4360833275481312e+01
2.4547009754856162e+00
-2.5623099519777014e+01
-7.7599127866682833e+00
3.2838656439498601e+00
-3.6745347083248305e+01
1.3384547003656378e+01
3.0027974116461533e+00
-3.3404841020829068e+01
1.4532265006816422e+01
2.3664733356786924e+00
-2.6207260387627294e+01
1.4592806289239597e+01
2.2519185133714394e+00
-2.5100206579254717e+01
1.3106982097835223e+01
2.7673627134719361e+00
-3.2349096540952146e+01
-7.0677684732473205e+00
2.9859951944614638e+00
-3.6151395080363400e+01
9.6961720205631452e-01
2.0087805175406857e+00
-2.1465792292793747e+01
1.3893918895124434e+01
2.2812812231568196e+00
-2.7609417218725284e+01
1.4337919168260026e+01
2.1657400520425139e+00
-2.5691755297137963e+01
1.3680394546525262e+01
2.8587688417067660e+00
-3.4928005025451412e+01
1.3925721738821718e+01
2.1498269270704795e+00
-2.7412914402517636e+01
1.4164147427042460e+01
2.1833247086183243e+00
-2.7607414435501205e+01
1.5137201777282552e-01
1.6882546286112790e+00
-2.1166363159206824e+01
-7.7847620144789387e+00
2.3708387883344915e+00
-3.5601081362320080e+01
1.4064196787874113e+01
1.9183908744079985e+00
-2.8187001943794616e+01
1.5717084429523208e+01
2.1402493988482529e+00
-3.1332320682438620e+01
-1.2890242863081001e+01
2.3885566825631201e+00
-3.5661521428328747e+01
1.4310758449580547e+01
1.8105165214279921e+00
-2.7120454502614027e+01
1.4043603563195708e+00
1.5812929624434353e+00
-2.0759001290889930e+01
1.4228588156109836e+01
1.6938162617559258e+00
-2.7495997686290497e+01
1.9879985393352404e+00
1.4404237244723079e+00
-2.1204420950613134e+01
1.5140109807020096e+01
1.6079181101314606e+00
-2.4507069414283741e+01
-1.1718827210190437e+01
2.0209400655349992e+00
-3.4875802468539511e+01
1.4174670116228000e+01
1.6307156931693607e+00
-2.7806515906562403e+01
1.4449359544620567e+01
1.5858988702390953e+00
-2.7213391202214421e+01
1.4951249966891645e+01
1.3021226779289898e+00
-2.4355223490303096e+01
1.4034605219267061e+01
1.3939023976437925e+00
-2.8353470786903021e+01
1.5245122408428580e+01
1.2814211082921270e+00
-2.4232010534240182e+01
1.4572026408519498e+01
1.2951038206570638e+00
-2.6488502798103458e+01
1.4086991732561232e+01
1.3255854043087234e+00
-2.8798076964090800e+01
1.3357264920674483e+01
1.5125283514898484e+00
-3.5148842493821746e+01
1.4634483636634158e+01
1.1621095169969868e+00
-2.6289731969711486e+01
1.4634483636634158e+01
1.1621095169969868e+00
-2.6289731969711486e+01
-2.0660163609141332e+01
1.5041975238118825e+00
-3.4475625874207481e+01
-7.8952222608060403e+00
1.4447595776428783e+00
-3.3856955512192066e+01
-1.4559369046564221e+00
1.0172271478966579e+00
-2.2356975557144725e+01
3.1866477045468353e+00
1.0218311498987656e+00
-2.2006435643395097e+01
1.4359965387214315e+01
1.0282239719299853e+00
-2.7451436632893749e+01
1.5068514166900753e+01
9.7423907674690902e-01
-2.4271404017304594e+01
1.4884893297240961e+01
8.9583507694648534e-01
-2.6260416799422799e+01
1.1824089172772771e+01
1.1649508108164690e+00
-3.4157693193958046e+01
1.3252150467743114e+01
9.9788773571386136e-01
-3.2223512569601404e+01
1.4223196488245136e+01
1.1449005805080483e+00
-3.2226169805057388e+01
1.4339175450075548e+01
8.8388996767486860e-01
-2.7679281467450224e+01
1.4339175450075548e+01
8.8388996767486860e-01
-2.7679281467450224e+01
4.1206753516609034e+00
8.0193651786399489e-01
-2.1227816223319849e+01
1.4678797935251760e+01
8.1276473364241986e-01
-2.6241162321256095e+01
-8.9968724203715347e+00
1.0779122520036206e+00
-3.3454212940376820e+01
1.4403884549008342e+01
7.6035243371508954e-01
-2.6926325250839525e+01
-1.0306299447975968e+01
9.6822056436310222e-01
-3.3537811214514470e+01
-1.0671447292616438e+01
8.9269528917158236e-01
-3.3416681410873267e+01
-1.9109016633169020e+00
7.3065403840462284e-01
-2.2817719882751206e+01
-8.5556113236036531e+00
9.0773206961031427e-01
-3.3263623079594829e+01
4.4459735870222188e+00
6.7855130386632578e-01
-2.1510053392332125e+01
1.4511118061057951e+01
6.9291036476891643e-01
-2.7492155945213462e+01
1.4511118061057951e+01
6.9291036476891643e-01
-2.7492155945213462e+01
1.5322043668962682e+01
7.4538892608362384e-01
-2.4124111793154576e+01
1.5241890660372439e+01
6.9404716220431839e-01
-2.3983425816035268e+01
1.3859852430279691e+01
7.7208584008051895e-01
-2.9310993577302401e+01
1.3773310431621399e+01
7.5871531264150627e-01
-2.9195759470946861e+01
1.5558881153019554e+01
7.7297345851725219e-01
-2.7773124651008274e+01
1.4661203550473727e+01
7.0507203994390366e-01
-2.6268258582507229e+01
1.4646442705944219e+01
6.6259955338760157e-01
-2.6212579605743322e+01
-1.0532616055167489e+01
8.1458445814649083e-01
-3.3335247489994394e+01
1.2921155042988049e+01
8.1853931258468227e-01
-3.4129367183806899e+01
-1.0791445429026219e+01
8.0295094096257191e-01
-3.3372756474493791e+01
1.4233428907278780e+01
5.9077828308791513e-01
-2.9136319705395874e+01
1.4048764155106364e+01
6.2650164192971713e-01
-2.8849598020056931e+01
-1.1798150446398935e+01
7.8995226635156401e-01
-3.3674205132281287e+01
1.5399728367343364e+01
5.5403895360717781e-01
-2.3991778869667634e+01
-1.0146949438105855e+01
7.0882106987956972e-01
-3.3263900690099973e+01
1.3899969145268539e+01
6.7872710122717694e-01
-3.3205641165591935e+01
-8.4511144186008114e+00
5.0968870249759979e-01
