14 22106 67362
2 0     -667.92 123.11
-8.2316692468043247e+00
-3.2208507890959686e+00
-2.7537455726556242e+01
3.0026171613543724e+00
-7.0808150277074926e+00
-2.1453073391500162e+01
-9.1342621239847777e+00
-3.9093015166729201e+00
-2.6054687304699634e+01
2.3552265146250542e+00
-7.9046174425341897e+00
-1.7304709760525704e+01
4.7661387148155931e+00
-8.4902283335170878e+00
-2.0730932011324988e+01
1.5875480871584082e+00
-7.8734245884341227e+00
-2.1157781307915421e+01
2.6625059706661784e+00
-8.3425182567963727e+00
-2.1944424839807954e+01
3.2811507993704589e+00
2.7056842773563876e+01
-4.0957297946431225e+01
4.6247875098499485e+00
2.7191387518193064e+01
-4.2382477766196232e+01
1.3079320066958964e+01
2.9303183897367472e+01
-4.5432418108841155e+01
1.4042504350576110e+01
1.7734267826651241e+01
-3.2508857893277266e+01
-1.2401402759776665e+00
2.4134921350228467e+01
-3.9637101892285123e+01
-9.0312644486555875e+00
2.0995247251779247e+01
-3.5632291751510699e+01
7.6425927363429516e+00
2.6684487134194615e+01
-4.5235659823831185e+01
-1.0029659071822232e+01
2.0252856429003934e+01
-3.5302058507205324e+01
-9.0100593838790939e+00
2.0641750412057384e+01
-3.5917183016623333e+01
-6.9100372534549690e+00
2.0993521529207175e+01
-3.6750947557181057e+01
7.4052718786263787e+00
2.6526426116655593e+01
-4.6226457033238937e+01
1.0512480536112786e+01
2.8329754357449907e+01
-4.9429449682853054e+01
1.3367365879658156e+01
9.5645423553317919e+00
-2.3563878486168864e+01
-9.8983683227201720e+00
1.9706272237398412e+01
-3.5475983984137400e+01
-4.7088134538504169e+00
2.1761395381423107e+01
-3.9330848989480337e+01
1.3457705388438615e+01
9.7466813509834065e+00
-2.4448851582477133e+01
-1.0105877310867966e+01
1.9233190373863959e+01
-3.5265227879783069e+01
-1.0876205405588419e+01
1.9034038109680708e+01
-3.4961823854240386e+01
-1.0318924676460918e+01
1.9228884092959532e+01
-3.5639239283714794e+01
2.8442446753864399e+01
3.4357316038585118e+01
-6.2072982017128339e+01
1.2870428819131206e+01
9.1395447562612411e+00
-2.4937423328183311e+01
1.1317455980714699e+01
1.2809579840376063e+01
-3.0676373683697072e+01
-1.1120391675933991e+01
1.8039717972466548e+01
-3.6061829018136592e+01
-2.2757067776362874e+00
2.1001394515785581e+01
-4.2030882448608828e+01
-2.7884670641886626e+00
2.0115264937553047e+01
-4.2108713554961696e+01
-1.1306665565503355e+01
1.7184853631573308e+01
-3.6706206732570315e+01
-1.3500808492464341e+01
1.6144747235319461e+01
-3.5127316383496634e+01
1.4667360514312854e+01
1.1038890322191120e+01
-3.1885668163611246e+01
-9.8957274078043849e+00
1.7365696976847037e+01
-3.8456838190728504e+01
4.9892695699502161e+00
2.0029395332156859e+00
-1.5465446247713638e+01
-1.3418611745513557e+01
1.6317763499161114e+01
-3.6062822025576779e+01
1.5306227968464563e+01
2.4100196015851960e+01
-5.3890398108551672e+01
2.9183338397065732e+00
2.1080923217979670e+01
-4.7312967178258361e+01
1.3541272520474740e+01
6.3494518227187493e+00
-2.4717753264410128e+01
1.6190732058529793e+01
2.3622937765289517e+01
-5.4900925324507519e+01
6.9489554777545051e+00
2.1382544151829471e+01
-5.0596330969323439e+01
1.2146468660004674e+01
6.9696917449261084e+00
-2.6818211983310096e+01
1.3768930937872797e+01
5.5183518969499143e+00
-2.4922885355244595e+01
1.0271552334272151e+01
6.4659850211016172e+00
-2.6796215634175258e+01
1.2693585613771782e+01
5.5772140886714618e+00
-2.6451863725796098e+01
1.2915197040683536e+01
4.7949893883881307e+00
-2.5178175197733463e+01
3.9603647157096025e+00
1.8756982157047194e+01
-4.9622236680076639e+01
3.2799562051127613e+00
1.8272412630705400e+01
-4.9031241697937752e+01
1.2148572405528190e+01
6.4958551023820394e+00
-2.9585803386869959e+01
1.3591012870517535e+01
4.1782706116865143e+00
-2.5393662661777856e+01
5.4608554649835570e+00
1.9222498261649502e+01
-5.2690733679783740e+01
5.2124041445655358e+00
1.8295914768754812e+01
-5.1259039822793653e+01
1.3560667432218081e+00
1.7441071905138845e+01
-4.8954615022241434e+01
5.3185505104703461e+00
1.8392630838614583e+01
-5.2500516781133328e+01
1.3802864229586417e+01
7.6616892455783487e+00
-3.4885198150008549e+01
-7.0953914864247594e+00
1.5038003691257464e+01
-4.4524809249744735e+01
7.3560247517065458e-01
3.7886046699486826e+00
-2.3217445038767384e+01
-1.4194007928710168e+00
1.5995413514355771e+01
-4.8650599837137101e+01
3.0646796625121215e+00
2.9037604138743118e+00
-2.2398682973021554e+01
6.7417043385860104e-02
1.7686970222921650e+00
-2.1067720101357697e+01
5.5646988394288295e+00
-1.4248436340557997e+00
-1.5883736358217250e+01
1.4811503762768558e+01
8.3566510636214075e-01
-2.4988579438928380e+01
1.4426360451659448e+01
6.4529727141896132e-01
-2.4450809045418367e+01
7.6152597022899901e-03
1.3515623589848036e+00
-2.0924327968563130e+01
-1.4746820475333737e+00
2.1682703571687236e+00
-2.2816212354203131e+01
-1.4144580296279792e+00
2.2025990269560318e+00
-2.2959754901853358e+01
3.6100056531278448e+00
-2.1487423430204053e-01
-2.0720151844538812e+01
1.3438160669994300e+01
1.0838617104085282e+00
-2.8793563047385323e+01
-6.9111493138334765e+00
1.1475319842339594e+01
-4.7731534092183281e+01
1.5426371367127059e+01
-6.0424668743479693e-01
-2.6601163177910564e+01
1.4970375589424648e+01
-3.8922876164566989e-01
-2.7109061235227514e+01
-1.2522537697333065e+00
6.7938229403456307e-01
-2.1767353344178652e+01
-1.2538448386933769e+00
6.6793912620422702e-01
-2.1699642481137793e+01
6.3377652990035820e+00
-1.3552950293984232e+00
-2.1394776762894054e+01
1.4239897369528318e+01
-8.4513409412497698e-01
-2.7810227136037152e+01
-3.4348297774606529e+00
1.6138582851777097e+00
-2.5497183967052383e+01
-3.4348297774606529e+00
1.6138582851777097e+00
-2.5497183967052383e+01
1.5104249246739045e+01
-1.9329850873270829e+00
-2.5676369090812965e+01
-4.0709391881817005e+00
1.4803513815546168e+00
-2.5258111026629333e+01
3.6708964308274386e+00
-2.6920290601433461e+00
-1.8493804530912435e+01
-4.0691969473614158e+00
1.9668445578711349e-01
-2.5627479311317529e+01
-3.4456978474317537e+00
-6.7844489234845373e-01
-2.2935996834190039e+01
-2.9015905230490544e+00
-1.1088741248692053e+00
-2.1929632019677371e+01
-3.3338646362378102e+00
-8.7377840382059790e-01
-2.3103646624441879e+01
-2.9646482473231042e+00
-1.5999550113796925e+00
-2.1514638560745496e+01
2.8548678028443644e+00
-3.3151435622021479e+00
-1.9538910543230156e+01
-3.9261013553855499e+00
-4.0631705980179211e-01
-2.5580734292905447e+01
-1.7768187316761903e+00
-2.1555435372725413e+00
-2.0882374063721375e+01
-5.9492777311803113e+00
1.6047034826734592e+00
-3.5162600572212028e+01
-3.8753270570917433e+00
-1.8082122408237837e+00
-2.4718549370807938e+01
-6.7778654474887281e+00
5.5873642474022622e-01
-3.3198016811103564e+01
-3.0501165863027384e+00
-2.4317871070266053e+00
-2.2704291842643130e+01
-9.9266986196308116e-01
-3.1968509133676153e+00
-2.2219734866996323e+01
-3.4488460685834310e+00
-2.2384293251032275e+00
-2.4355628449814333e+01
8.7511176453958726e+00
-5.0746470151842127e+00
-2.4238521456586021e+01
-1.6954500642698140e+00
-3.4470697505859569e+00
-2.2092175537446241e+01
1.8048919235083183e+00
-4.7018850151731826e+00
-2.1159615382415272e+01
-9.9071522231362454e+00
-1.5987680727720472e+00
-3.0384574512293117e+01
-9.8929244817179036e+00
-1.6374955694873081e+00
-3.0532792294319336e+01
6.5665746177303030e-01
-5.2417029451633574e+00
-2.1638558858604345e+01
-9.7293930022690152e+00
-2.6608463915832425e+00
-2.8970631407849233e+01
3.6118476804876165e+00
-6.9862391761285654e+00
-2.1329205901311592e+01
-8.7721105310494991e+00
-4.0940239595506451e+00
-2.6674041672893100e+01
2.3902119928679069e+00
-7.5765471713217032e+00
-2.1241221408110331e+01
3.2438382885251551e+00
-9.0293651329010434e+00
-1.9216646209050428e+01
1.6160205867888919e+00
-8.8695116560504008e+00
-1.9634640059584061e+01
2.1280672185671916e+00
-8.9975176209880932e+00
-2.0052953572913921e+01
1.2444685857515163e+00
2.6590983658059184e+01
-4.1002126638356778e+01
8.8664757924258346e+00
2.8158801402248525e+01
-4.4212250493473064e+01
3.5371870726220012e+00
2.6399095905491784e+01
-4.2113865992130805e+01
9.0206589694316790e+00
9.5005130449889723e+00
-2.1756230767956474e+01
1.1838325408348149e+01
1.6076426431881369e+01
-3.0736063768299029e+01
-6.5604714122711689e+00
2.0820764929033089e+01
-3.6449979145551850e+01
1.1863486890782278e+01
1.5379874717827816e+01
-3.1323461359299884e+01
1.0469227619466261e+00
2.3923986732291272e+01
-4.2361977094772961e+01
2.0566664804087385e+00
2.3860959574230975e+01
-4.3036282672342708e+01
8.0833084979740626e+00
2.6450365166867019e+01
-4.7737980373022843e+01
1.1715738960582435e+01
2.6354482948158157e+01
-4.9360838449037843e+01
1.4294741278088466e+01
1.2510859703972621e+01
-3.0481126501465052e+01
1.2247931999262324e+01
9.8332627299348179e+00
-2.6647358554968722e+01
-5.6065615271177318e+00
2.1280647468832690e+01
-4.2273307151136265e+01
1.1220802009671532e+01
8.4855836609448811e+00
-2.5013641472632955e+01
1.1339844701992902e+01
8.2681233083284837e+00
-2.4769280748182940e+01
1.1979015666361729e+01
8.6231643819739112e+00
-2.7286932864181203e+01
9.0159958256193811e+00
2.2904666177751029e+01
-5.0261521274146787e+01
1.3643366650722042e+01
5.8007680303947549e+00
-2.4611292339603128e+01
1.2699045838631358e+01
1.1297877384408757e+01
-3.4020096870011990e+01
1.2699045838631358e+01
1.1297877384408757e+01
-3.4020096870011990e+01
7.8396952038817327e+00
2.0760817420478894e+01
-5.1279254161400175e+01
1.4202426707954096e+01
2.2117238093771221e+01
-5.6048757652178253e+01
1.0124853674382297e+01
5.8195886052250900e+00
-2.6579504139460280e+01
1.4476510459231227e+01
8.9654567986603002e+00
-3.4723692505660679e+01
1.3802264122319979e+01
3.8463945982097245e+00
-2.5558859708134428e+01
1.4256885270976520e+01
2.0066802834029861e+01
-5.8044868007468835e+01
1.3076463136562220e+01
4.9455111604981852e+00
-2.7750540412688125e+01
1.3076463136562220e+01
4.9455111604981852e+00
-2.7750540412688125e+01
-3.6822239115353579e+00
1.5781780392079336e+01
-4.5730063143477025e+01
7.6419279962949478e+00
1.7997041896655130e+01
-5.5284565121011994e+01
6.9248901258876687e+00
1.7773386399049432e+01
-5.4967498887530382e+01
-8.5359222604716356e-01
3.4182310107301204e+00
-2.3009133650056679e+01
-1.0260710153941581e+00
1.5362299026560603e+01
-4.9563717427962686e+01
-1.1587105858777136e+00
1.5089070151805778e+01
-4.9101428603934757e+01
1.2597056809793889e+01
4.2433075185623323e+00
-3.0830983170723208e+01
-5.2534680060338046e-01
2.0335100203137628e+00
-2.1573559980782797e+01
1.3140868664893901e+01
3.0632141804233828e+00
-3.0078380370662483e+01
5.8818748358120594e+00
-1.1801591890358962e+00
-1.7011384130467597e+01
-2.1398470305418096e+00
3.0337464180893967e+00
-2.6290367249109025e+01
-1.8066932721962661e+00
2.8173420308426604e+00
-2.5941594953581639e+01
1.4828711755227822e+01
7.8476302423155335e-03
-2.6570120319894276e+01
1.4104778779888685e+01
-1.0442403316753834e-01
-2.5867672642892106e+01
6.0738593578172688e+00
-2.1606733594301821e+00
-1.8264758188415737e+01
-1.7280182543482923e+00
9.0207643401179261e-01
-2.2790190275958654e+01
-1.5784351850841867e+00
6.9993833293445573e-01
-2.2449821083712898e+01
4.4313814260647924e+00
-1.9639506626738144e+00
-1.9252532522681964e+01
5.3531683157466157e+00
-3.3138443092724694e+00
-1.6801710811799662e+01
6.1038775477017175e+00
-3.0691687275082629e+00
-1.8340685199478383e+01
-3.6009544423199125e+00
-6.5391228817051428e-01
-2.3323669261569417e+01
-3.0997143361799520e+00
-1.5400710142599563e+00
-2.2360783344428881e+01
-3.3656649239088723e+00
-1.2729949425846958e+00
-2.3185442389727321e+01
6.5836083297200376e-01
-3.6281834902590622e+00
-2.0064350226527282e+01
4.1703413987761673e+00
-4.2238960445643503e+00
-2.1729532066493377e+01
-6.3645903554306384e+00
5.0507933074142808e-01
-3.3095112135233407e+01
3.0981487090535595e+00
-4.3980030252619606e+00
-2.0871812730277568e+01
8.1959517955695704e-01
-4.0684186633933228e+00
-2.0222860200498797e+01
-2.8879553351504823e+00
-2.2528489355962877e+00
-2.5618488680367353e+01
-3.7087345893803576e+00
-2.3076757457291075e+00
-2.5097136184940041e+01
-8.9631424726684941e+00
1.5392771867419069e-01
-3.2751985461645354e+01
-1.9846357401611190e+00
-3.2926068488731319e+00
-2.2355585555570560e+01
9.2586334431036713e-02
-4.1863334369425909e+00
-2.1276610114990000e+01
1.6781458836949252e+00
-4.8914573179911836e+00
-2.1580676772845226e+01
-1.4198956978125086e+00
-4.4260081724788227e+00
-2.2359317935604068e+01
-7.7997595426594346e+00
-2.2146595115283962e+00
-2.9731923697652046e+01
-7.5747695321610333e+00
-2.8444831242942481e+00
-2.8837498489994704e+01
4.9541610293789242e+00
-6.8771101894560545e+00
-2.2163607907299390e+01
2.4412221323112124e+00
-6.5163034564543230e+00
-2.1581215233392520e+01
3.3636818656350891e+00
-7.7207173872313870e+00
-2.1302131651961012e+01
3.3636818656350891e+00
-7.7207173872313870e+00
-2.1302131651961012e+01
1.3240951657096227e+01
1.1893097735653427e+01
-2.6355429087230217e+01
4.5688882040769480e-01
2.4307850780942822e+01
-4.2980532033779731e+01
8.3571041675198714e+00
2.6238002324889596e+01
-4.6392261765915428e+01
8.5543700613029294e+00
2.7685040569110047e+01
-4.8490958013146553e+01
3.2588540126914918e+00
2.4201841375029836e+01
-4.3684312958268585e+01
8.1617715869933765e+00
2.5236738977626874e+01
-4.6628218653695811e+01
8.2661422416043866e+00
2.5475450695038077e+01
-4.6934509448551168e+01
9.2012649549684689e+00
5.5226859121703953e+00
-1.9016033045913034e+01
2.3021432716774022e+01
2.8502830055084832e+01
-5.4906059258589735e+01
-1.8142898745703431e+00
2.1184692249678900e+01
-4.2375714252411058e+01
-2.9905075358728785e+00
2.0476055836736180e+01
-4.1720685784416759e+01
1.1265642473841131e+01
1.2092214453343491e+01
-3.2313304243443277e+01
1.5886464877139964e+01
2.5085567599417111e+01
-5.4433444649553728e+01
8.9405999279687898e-01
2.0315322864116087e+01
-4.5639742470134294e+01
1.1764638850438839e+01
9.0020950994018047e+00
-2.8746623553298932e+01
1.1811694270393872e+01
8.5652815075639825e+00
-2.8389855758386808e+01
7.2236648808840442e+00
2.1049686070353310e+01
-5.0971478824453165e+01
-2.9638555795528050e+00
1.7642130265628680e+01
-4.5490790080563848e+01
5.2592754401902253e+00
1.0579090764581202e-01
-1.6129419607826513e+01
1.4224612148586411e+01
2.8926928166224601e+00
-2.4382703022115919e+01
1.4178512399286660e+01
1.4801932609576371e+00
-2.3126661322762281e+01
-1.0355663530962977e-01
1.6265358372404012e+01
-5.2762749385286476e+01
1.4172131163275075e+01
1.9981455027215040e+00
-2.6515398578957342e+01
1.6019960326284493e+00
3.6028277482561905e-01
-2.0102069080361659e+01
6.4130915113581359e+00
-2.1583547499294093e+00
-1.6779631125706370e+01
-1.4335162706259770e+00
8.0506224683072825e-01
-2.1845023261812745e+01
-2.5012767546298802e+00
1.9075447168358288e+00
-2.4821824225156870e+01
1.1220197051283560e+00
-6.7651190432119501e-01
-2.0373941409872092e+01
1.5209358573148583e+01
-1.4310293068005762e+00
-2.7306261983732135e+01
1.4984459105196189e+01
-2.4919463823639552e+00
-2.7637536465061263e+01
1.5244844788540668e+01
-2.9595458819343645e+00
-2.6989204718521574e+01
-3.8592774094133162e+00
-2.4882381259223502e-01
-2.3486919270662501e+01
-9.4633284322427413e-01
-3.0997147027848198e+00
-2.0563150265785445e+01
2.6243130756609734e+00
-4.2586623456932795e+00
-2.0759679274476625e+01
4.0183460398279776e+00
-4.5333403851602911e+00
-2.1848561831185613e+01
6.6893062868161723e-01
-5.0035895094472096e+00
-2.1379525897397620e+01
-1.2525628861136304e+00
-4.4811675340680521e+00
-2.2267622246228783e+01
-1.2459191438909125e+00
-4.5223681723290969e+00
-2.2150653137989782e+01
-1.2893032039632282e+00
-4.9715595244877901e+00
-2.2567245372538995e+01
5.4803317589052192e+00
-6.7505840509913595e+00
-2.1941987686098830e+01
4.9185046223914819e+00
-6.8504049605356974e+00
-2.1576465450333423e+01
-5.9084239906684450e+00
-3.8481630315841420e+00
-2.7132057870970797e+01
-4.5069449199330842e+00
-5.7337172817105264e+00
-2.3947115131258894e+01
1.4632099385274339e-01
2.4725394202534133e+01
-4.0809567350958588e+01
1.3573379931694245e+01
1.6648634392378042e+01
-3.1971717201919400e+01
1.0742443330275478e+01
9.9011438847183619e+00
-2.5373997763458917e+01
8.1523172690261809e+00
2.3419015154378886e+01
-4.8834180212803822e+01
8.0961382324835540e+00
2.3314030744111900e+01
-4.8726228953472635e+01
1.6789844634310917e+01
2.4772526981021784e+01
-5.5540934100567206e+01
-1.3560209775516187e+01
1.5647485936105483e+01
-3.5375728504706323e+01
9.0685008242420899e+00
2.3158749257155375e+01
-5.2476033656997984e+01
9.2487841143176244e+00
2.2352020934590112e+01
-5.2368421633759894e+01
9.5383847538139666e-01
1.7420402935890934e+01
-4.7618097833818481e+01
2.7674135342285439e-01
3.7019682934946476e+00
-2.2858303091212466e+01
-1.3983879326606621e+00
1.5637277636555197e+01
-4.8907140866179212e+01
1.1238292598378803e+00
1.6200359975554157e+01
-5.1993181556377479e+01
-7.5493279013898551e-01
1.1509166467989052e+00
-2.1519388001248814e+01
1.4665784417161849e+01
7.7592232155952667e-01
-2.7763883844868172e+01
-2.7780785101028531e+00
-1.3475480851956514e+00
-2.1687539554596462e+01
-1.0460014017367236e+00
-2.3449562921057265e+00
-2.0248770539859727e+01
-3.1439244136304900e+00
-2.4494460509393265e+00
-2.3307294981268257e+01
-1.3266920953485977e+00
-3.3504414386842010e+00
-2.1334247321459081e+01
-8.1803487072704550e-01
-3.8241367128448451e+00
-2.1501181461222156e+01
-2.1430363843659679e+00
-3.4610590458288688e+00
-2.2686824513765018e+01
1.9373327676840417e+00
-6.1572009830881873e+00
-2.1367564521993810e+01
5.2886518781586798e+00
2.7300781505423711e+01
-4.2468868919871426e+01
1.3521813186116831e+00
2.5695574677594760e+01
-4.0440701459022982e+01
3.1536381902143207e-01
2.5203419419759328e+01
-4.0345219040493454e+01
5.9689132379051646e+00
2.4180303952496150e+01
-4.4760527733914046e+01
7.3372735074025055e+00
2.6670813377358410e+01
-4.8463010090371135e+01
1.6682504738105276e+01
2.2397015012226305e+01
-5.5402190243652861e+01
1.3057189710946286e+01
9.1903424956593831e+00
-3.2501179084011746e+01
3.4085519786239300e+00
1.7556426196537362e+01
-5.0918123638221196e+01
7.8989828454881883e-01
1.9318570255521283e+00
-2.0886829125290930e+01
-2.9590301385537812e+00
-2.1518001129080391e+00
-2.2819160407439391e+01
4.3374208691851024e+00
-6.2176877429417097e+00
-2.2125624306315615e+01
4.3374208691851024e+00
-6.2176877429417097e+00
-2.2125624306315615e+01
6.5716961880431128e+00
2.7655737309589213e+01
-4.3744782992866476e+01
2.5696841824668972e+00
2.5923985955997104e+01
-4.1502617520916424e+01
2.6308911213809814e+00
2.6138846289289706e+01
-4.1718510458259722e+01
-4.8754498065933713e+00
2.1889596390098728e+01
-3.7340528641871892e+01
7.2323494878121108e+00
2.7192733514983505e+01
-4.5391544372354588e+01
1.2935135419873077e+01
1.2864707650111583e+01
-2.7548060811023543e+01
2.4038258111349369e+00
2.3299227401646196e+01
-4.3822255494090790e+01
2.4116364306560341e+00
2.2503630737948143e+01
-4.5064778187442180e+01
2.4151836937421152e+00
2.2459143835552300e+01
-4.5013670463463946e+01
-3.3875320417746448e+00
-1.0154134195666840e+00
-2.2623483649378304e+01
1.7116758631834914e+00
-4.1308446490382833e+00
-2.0541864677223160e+01
1.1005800575813709e+00
-4.4895139377424238e+00
-2.0841861358388787e+01
3.2203061741573245e+00
-5.7926225694326980e+00
-2.0821233670347162e+01
2.7633636483148050e+00
2.5551053205098594e+01
-4.3318094179442603e+01
1.2291676341845887e+01
1.4777468730232753e+01
-2.9600562592329641e+01
1.2429330438111277e+01
1.2784247163155417e+01
-3.0236349817110767e+01
6.8151518865792751e+00
2.3413566123509355e+01
-4.9260777042715766e+01
-2.2760594711449027e+00
1.9977333031280121e+01
-4.4120245736321685e+01
1.1154549542318859e+01
2.0296929340010923e+01
-5.3556990909963936e+01
1.4794265445475466e+01
2.1128469432725964e+01
-5.6646586845455744e+01
3.0324226897947222e+00
1.8729810490844162e+01
-5.4304359584470433e+01
2.2521115796034517e+00
1.6008996093818194e+01
-5.1728434566786099e+01
-4.0877489005078207e+00
1.4672854236834047e+01
-4.7849439954012823e+01
-1.7434119388104681e+00
7.3953076117750627e-01
-2.2707356321832989e+01
-2.7439425379722588e+00
7.5785113875786436e-01
-2.3234153695717069e+01
-3.4495643835576280e+00
-4.7660987649702868e-01
-2.2506459509244991e+01
3.2706536481628743e+00
-5.3080521373479321e+00
-2.1044567828311560e+01
1.6952859558054620e+01
2.8191329343932576e+01
-5.6588355848682113e+01
-3.1018679072120419e+00
1.6743464102169572e+01
-4.5262818122656874e+01
-1.5865255389993663e-01
1.5523428657549458e+01
-4.9566799462589167e+01
-6.9145400019460568e-02
1.6034316000514238e+01
-5.0666284402437434e+01
-1.0928262861881106e+00
1.7714344075651233e+01
-4.6688510851609720e+01
4.9049690662445036e+00
2.3061933229159255e+01
-4.8455301193905953e+01
-2.5971808284613287e+00
3.3532014579963281e+01
-3.9702455497287467e+01
6.4747576005013876e+00
3.7417351479476956e+01
-4.3359228325532733e+01
6.5284131508726855e+00
3.8567685696062910e+01
-4.4653420300731575e+01
6.5429342120496310e+00
3.7270226207406893e+01
-4.3530986478258214e+01
6.2317219511725677e+00
3.7267532848778153e+01
-4.3789261631621322e+01
6.5465241554226754e+00
3.8075915730335069e+01
-4.5178489500951045e+01
3.5331383038007779e+01
7.7295059028645824e+01
-8.9718829283790413e+01
6.5543586255884119e+00
3.3878717804916157e+01
-4.4796727259193531e+01
-3.2976143217787617e+00
2.6490126547386382e+01
-3.8811900569298757e+01
1.1428511779543175e+01
2.9393823210606843e+01
-4.4387882115228102e+01
7.9823791323338584e+00
2.6865578700751332e+01
-4.2070885741074299e+01
4.6749723046198097e+00
2.7044663827493341e+01
-4.2320186612675343e+01
1.1343412382985190e+00
2.5079892360151209e+01
-4.0879113244792926e+01
1.0247420784785964e+01
1.5264112347258216e+01
-2.8728209472566256e+01
-1.7239907995502715e-01
2.4251117816818983e+01
-3.9665155796910220e+01
1.3055831877477452e+01
1.5310962675138727e+01
-2.8801375827213100e+01
1.6104699211905207e+00
2.4806912531269298e+01
-4.1493941724887051e+01
7.9989677302688005e+00
8.5346281160137849e+00
-2.0329814205396463e+01
4.6746531324597616e+00
2.6273703414202753e+01
-4.3960059663137386e+01
1.3551807473832195e+01
1.4331458842511637e+01
-2.8363749598713316e+01
8.6782593614541987e+00
8.1044229282960814e+00
-2.0026432310612016e+01
1.2514456707726293e+01
1.6844525474814876e+01
-3.1989482521109757e+01
2.3741472879915229e+01
3.1672986023221000e+01
-5.2892177302734723e+01
1.1232490954252302e+01
2.7441262399563399e+01
-4.6865778887173668e+01
8.4330273472416373e+00
8.5875620668132502e+00
-2.1535014899139444e+01
-8.4295980105923507e-01
2.3048293134459364e+01
-4.0848470057095327e+01
1.3635557968320015e+01
2.8209883749838884e+01
-4.9108336308595881e+01
1.3198047088532434e+01
9.2430689797978456e+00
-2.3101963689495140e+01
-9.6433180187670420e+00
1.9613518822095735e+01
-3.5258418637770227e+01
1.0718823132611455e+01
2.6214566572218335e+01
-4.6365325851531402e+01
1.2885562859038600e+01
1.6222429983960261e+01
-3.2852203505528834e+01
1.0808229094248242e+01
2.7005522925546362e+01
-4.7442931823251513e+01
-9.3557666424313144e+00
1.9528888092921346e+01
-3.5604758157175581e+01
1.3055917259060916e+01
1.5158252257267254e+01
-3.1718180269294987e+01
1.2691055454361470e+01
9.7562217170358387e+00
-2.4413950424557353e+01
1.2356285550841957e+01
2.7177433886003492e+01
-4.8802004060986278e+01
7.7163244392412285e+00
2.4757162781504686e+01
-4.5188280551788964e+01
-4.2434130901760012e+00
2.1460292026312754e+01
-3.9474621154317752e+01
1.4037099459228758e+01
1.3865074412044223e+01
-3.0818876480334616e+01
1.4037099459228758e+01
1.3865074412044223e+01
-3.0818876480334616e+01
1.1173087941550119e+00
2.3143962945811250e+01
-4.3166538044787643e+01
1.2273736988210961e+01
9.9696492031847139e+00
-2.5560768752477149e+01
1.2286989056980589e+01
9.3832785081511449e+00
-2.4451878690635965e+01
9.2739749210729272e+00
2.5320380112187667e+01
-4.7291325447526717e+01
1.2526520938707373e+01
1.4485432127770098e+01
-3.2143947141454611e+01
1.2613423473935981e+01
8.4390551406770680e+00
-2.3815804309918637e+01
-8.6600709476331641e+00
1.8958275415304389e+01
-3.6931120255441655e+01
7.2210429493363248e+00
2.4180384318239909e+01
-4.6628546042324004e+01
9.2969669839275344e+00
2.4653342123401700e+01
-4.7692826492398098e+01
8.0124165757495227e+00
2.4083773713143131e+01
-4.7071765435586777e+01
1.3585730937720959e+01
1.3296095629319206e+01
-3.1915240191367353e+01
-7.1782697346719031e+00
1.9356846791808149e+01
-3.9362605950049577e+01
-7.3178451760050942e+00
1.9062651896568894e+01
-3.8308321167561090e+01
1.6303775597092571e+01
2.6149178736294697e+01
-5.2667334095824600e+01
1.1996662852845441e+01
7.3969613605532940e+00
-2.3720500265104707e+01
-4.3413484260742878e+00
1.9927853380164880e+01
-4.0997727770091906e+01
9.2496774737129854e+00
4.6615266318198891e+00
-1.9529802923859098e+01
5.8155248940075595e+00
2.2478160477627153e+01
-4.6759446488549621e+01
1.3630710551669987e+01
1.1015991899301346e+01
-3.0272672891288742e+01
1.2270411319744843e+01
5.9070637361654335e+00
-2.2360282664770594e+01
2.5326956852472602e+00
2.2088223531289273e+01
-4.6219034939229523e+01
-3.2915292704158277e+00
1.9726411184823846e+01
-4.2251678390492913e+01
1.1568267938138222e+01
1.0264905415554082e+01
-2.9134864469852083e+01
2.5490909043813442e+01
2.9390695608398165e+01
-6.1816088023918105e+01
1.7983076944466937e+01
2.5688179653813496e+01
-5.5385636252224181e+01
1.1329944266884453e+01
2.3079952468721817e+01
-5.0559513137338001e+01
1.2967443849557105e+01
6.7144649704094261e+00
-2.4809191436016746e+01
4.3308297650128118e+00
2.1630365027185000e+01
-4.7748427716213918e+01
1.2673251282837247e+01
6.9515201744412582e+00
-2.5233670189469020e+01
9.1445856950464179e+00
5.2721840990382995e+00
-2.1736652374917142e+01
1.1499012514410229e+01
8.7457718095837205e+00
-2.8142575457301259e+01
1.3365092790806825e+01
1.2826759240183938e+01
-3.5310729733559448e+01
1.2149532951997365e+01
2.3241638390267401e+01
-5.2743773574112268e+01
1.3229503718076890e+01
6.0926367961877084e+00
-2.4860982280833543e+01
1.2009817227851000e+01
7.0338451148434791e+00
-2.6768405067017252e+01
1.2879313581614063e+01
1.0497090390319432e+01
-3.3642340173416059e+01
1.3477675502091593e+01
1.0571613414407835e+01
-3.3991316303730613e+01
1.3422530052713871e+01
4.8448628103070002e+00
-2.4728706729477725e+01
1.4130002519158985e+01
1.0031378531679175e+01
-3.4775177955702588e+01
1.2671328037293938e+01
1.0548562387662981e+01
-3.5512183975967240e+01
1.2368802435513121e+01
1.0386159663310737e+01
-3.5087155110235813e+01
1.2675294028293870e+01
5.7788268070898656e+00
-2.7043751758689563e+01
1.2190157436385160e+01
2.1154886890682150e+01
-5.4793116272357764e+01
